id_cliente,ano_nascimento,nivel_educacao,estado_civil,criancas_ate_dez_anos,criancas_mais_dez_anos,data_entrada,resposta_campanha,renda_anual,idade,ultima_transancao,total_vinho,total_frutas,total_carnes,total_peixes,total_doces,total_outros,total_compras,data_transacao,lugar_transacao,,frequencia
3759,1958,Grado o superior,Unión de hecho,0,2,2021-07-25,0,65196,66,11/10/2022,743,19,181,12,0,200,1155,44402,en línea,,18
1162,1987,Posgrado,Soltero,0,0,2021-01-10,1,42000,37,15/5/2022,124,83,267,85,59,35,653,44206,en línea,,16
2055,1973,Posgrado,Divorciado,1,1,2022-05-19,0,35860,51,26/5/2022,15,0,8,4,2,20,49,44700,en línea,,3
10766,1964,Posgrado,Casado,0,1,2022-04-11,0,65526,60,19/12/2022,397,19,69,12,0,9,506,44662,en línea,,12
4415,1961,Grado o superior,Casado,1,1,2020-09-12,0,16860,63,31/12/2021,10,4,4,3,3,14,38,44086,en línea,,4
3005,1992,Grado o superior,Soltero,0,0,2022-05-01,1,83528,32,31/10/2022,530,117,678,134,44,147,1650,44682,en línea,,12
2223,1965,Secundaria,Divorciado,0,1,2020-08-03,0,64176,59,17/7/2022,1215,33,249,64,116,149,1826,44046,en línea,,16
4817,1956,Grado o superior,Divorciado,0,0,2020-08-04,0,22304,68,30/4/2022,3,2,7,0,4,2,18,44047,en línea,,3
2875,1978,Grado o superior,Casado,0,0,2022-03-04,0,67023,46,23/12/2022,444,44,382,11,8,17,906,44624,en línea,,16
10536,1971,Posgrado,Unión de hecho,1,0,2022-05-25,0,32892,53,20/12/2022,26,0,15,2,1,2,46,44706,en línea,,6
11112,1966,Grado o superior,Unión de hecho,0,1,2020-12-03,0,70713,58,9/10/2022,736,114,279,82,76,190,1477,44168,en línea,,13
3807,1955,Grado o superior,Unión de hecho,0,1,2020-11-30,0,59925,69,2/8/2022,473,21,176,19,21,56,766,44165,en línea,,18
9197,1953,Grado o superior,Casado,0,1,2022-02-24,0,39722,71,22/10/2022,32,0,5,2,0,8,47,44616,en línea,,5
10832,1958,Grado o superior,Unión de hecho,0,0,2021-07-18,0,46610,66,29/9/2022,288,10,30,4,10,125,467,44395,en línea,,12
6421,1961,Grado o superior,Unión de hecho,0,0,2021-07-03,0,88347,63,7/11/2022,1050,178,555,77,138,118,2116,44380,en línea,,13
4207,1981,Posgrado,Casado,0,0,2021-05-01,0,87171,43,24/10/2022,1001,44,107,58,44,44,1298,44317,en línea,,17
577,1976,Secundaria,Unión de hecho,1,1,2021-08-20,0,26907,48,19/1/2022,9,1,7,0,3,2,22,44428,en línea,,4
10855,1968,Posgrado,Soltero,1,0,2022-01-22,0,50014,56,1/12/2022,234,14,77,19,10,42,396,44583,en línea,,12
3081,1978,Posgrado,Casado,1,0,2021-04-22,0,41014,46,20/7/2021,7,2,6,2,0,3,20,44308,en línea,,3
3535,1965,Grado o superior,Soltero,0,0,2022-03-17,0,66294,59,13/8/2022,251,108,334,65,92,117,967,44637,en línea,,9
247,1971,Grado o superior,Casado,1,0,2020-11-17,1,36715,53,11/3/2022,172,10,125,21,13,16,357,44152,en línea,,11
8707,1956,Grado o superior,Casado,0,0,2020-08-22,1,79456,68,8/12/2022,565,42,548,64,83,99,1401,44065,en línea,,9
9523,1982,Grado o superior,Unión de hecho,1,0,2021-08-17,0,40479,42,15/2/2022,5,0,8,2,0,0,15,44425,tienda,,3
6072,1970,Posgrado,Soltero,0,0,2021-02-02,1,75345,54,8/5/2022,918,57,842,99,38,133,2087,44229,en línea,,11
6295,1977,Grado o superior,Casado,0,1,2021-02-04,0,54233,47,22/11/2022,652,8,158,21,0,142,981,44231,en línea,,16
10914,1970,Grado o superior,Soltero,1,1,2021-10-12,0,24163,54,6/8/2022,4,1,7,2,1,2,17,44481,en línea,,4
1509,1958,Posgrado,Unión de hecho,0,0,2021-01-04,1,84460,66,30/8/2022,152,27,103,106,54,81,523,44200,en línea,,13
5577,1983,Grado o superior,Unión de hecho,1,0,2022-05-03,0,43776,41,24/9/2022,8,0,9,2,1,3,23,44684,en línea,,3
7348,1958,Posgrado,Soltero,0,0,2022-03-17,1,71691,66,14/12/2022,336,130,411,240,32,43,1192,44637,en línea,,9
1127,1973,Posgrado,Casado,0,0,2022-05-29,0,85844,51,27/12/2022,938,19,843,25,95,38,1958,44710,en línea,,13
1833,1974,Posgrado,Soltero,1,0,2022-04-26,0,39190,50,12/11/2022,68,8,18,19,8,12,133,44677,en línea,,6
4944,1959,Grado o superior,Unión de hecho,0,0,2021-08-23,0,71367,65,24/7/2022,227,23,389,42,21,75,777,44431,en línea,,11
9080,1972,Posgrado,Soltero,1,1,2021-06-22,0,38578,52,8/1/2022,38,4,22,3,3,3,73,44369,en línea,,6
6466,1965,Posgrado,Casado,1,1,2022-03-12,0,57236,59,7/9/2022,105,0,9,2,1,4,121,44632,en línea,,6
9964,1979,Grado o superior,Soltero,0,1,2021-08-07,0,61825,45,23/2/2022,162,50,100,55,30,27,424,44415,en línea,,12
4790,1958,Grado o superior,Divorciado,0,1,2022-06-02,0,79803,66,19/11/2022,574,8,216,21,16,33,868,44714,en línea,,9
10245,1986,Secundaria,Soltero,0,0,2020-10-31,0,80910,38,8/7/2022,160,80,369,67,39,41,756,44135,en línea,,11
1109,1982,Posgrado,Unión de hecho,1,0,2021-04-23,0,27590,42,16/12/2021,6,0,5,0,0,1,12,44309,en línea,,3
6001,1979,Grado o superior,Casado,0,1,2021-01-02,0,56775,45,19/7/2022,614,35,160,58,35,35,937,44198,en línea,,15
5538,1975,Grado o superior,Divorciado,0,0,2021-10-08,1,83829,49,20/7/2022,897,161,430,186,161,27,1862,44477,en línea,,10
10552,1979,Secundaria,Casado,0,1,2021-05-20,0,54210,45,30/5/2022,70,54,109,80,9,45,367,44336,en línea,,11
1545,1986,Grado o superior,Casado,1,0,2021-08-02,0,38508,38,28/7/2022,120,19,206,25,19,54,443,44410,en línea,,12
7409,1970,Grado o superior,Unión de hecho,1,0,2021-10-26,0,53187,54,27/9/2022,211,2,30,7,7,10,267,44495,en línea,,10
4444,1972,Grado o superior,Casado,1,0,2022-03-24,0,30023,52,4/11/2022,11,0,16,7,6,21,61,44644,en línea,,5
146,1960,Posgrado,Soltero,0,0,2021-11-15,0,76045,64,20/11/2022,760,53,400,17,93,0,1323,44515,en línea,,15
6271,1952,Posgrado,Casado,0,1,2022-06-19,0,50870,72,20/12/2022,53,0,8,0,0,2,63,44731,en línea,,5
10065,1970,Secundaria,Casado,0,0,2021-08-03,0,15315,54,17/3/2022,7,4,13,15,8,17,64,44411,en línea,,6
4741,1974,Secundaria,Casado,1,0,2022-01-30,0,65463,50,28/11/2022,391,32,70,21,32,16,562,44591,en línea,,15
246,1965,Grado o superior,Casado,1,1,2022-05-31,0,66480,59,31/12/2022,199,9,57,20,21,6,312,44712,en línea,,11
375,1954,Grado o superior,Divorciado,0,0,2021-02-25,0,76773,70,23/11/2022,516,56,449,86,33,16,1156,44252,en línea,,13
1524,1983,Secundaria,Soltero,0,0,2021-03-01,1,81698,41,12/1/2022,709,45,115,30,160,45,1104,44256,en línea,,13
10022,1973,Posgrado,Soltero,1,1,2022-02-09,0,54466,51,13/6/2022,12,0,4,0,0,0,16,44601,en línea,,3
7451,1960,Posgrado,Soltero,0,0,2022-02-17,0,98777,64,11/12/2022,1000,19,711,125,115,38,2008,44609,en línea,,13
11010,1984,Posgrado,Soltero,1,0,2021-08-30,0,16269,40,19/12/2021,19,3,18,3,1,0,44,44438,en línea,,6
4356,1971,Grado o superior,Unión de hecho,0,1,2021-08-28,0,71819,53,16/10/2022,1224,28,140,0,14,168,1574,44436,en línea,,8
3885,1983,Posgrado,Casado,1,0,2021-10-16,1,33569,41,29/5/2022,16,2,18,3,0,24,63,44485,en línea,,3
1175,1983,Posgrado,Casado,0,0,2021-09-20,1,36262,41,18/5/2022,88,39,54,64,28,153,426,44459,en línea,,6
880,1966,Secundaria,Unión de hecho,0,0,2021-01-16,0,22634,58,27/5/2021,2,23,11,8,6,46,96,44212,en línea,,4
2320,1978,Secundaria,Casado,0,1,2021-09-12,0,47025,46,15/7/2022,508,11,59,23,5,29,635,44451,en línea,,17
850,1968,Grado o superior,Soltero,0,1,2021-10-06,0,70566,56,12/11/2022,381,28,215,84,28,21,757,44475,en línea,,15
4713,1979,Posgrado,Casado,1,0,2020-11-22,0,31605,45,30/4/2022,74,0,42,2,1,6,125,44157,en línea,,6
675,1973,Posgrado,Divorciado,1,1,2021-05-17,0,52034,51,18/3/2022,146,0,93,7,13,73,332,44333,en línea,,9
5025,1979,Grado o superior,Soltero,1,0,2021-12-24,0,48526,45,9/9/2022,23,17,23,43,20,9,135,44554,en línea,,6
2308,1954,Grado o superior,Casado,0,1,2020-11-18,0,46734,70,20/6/2022,110,5,137,26,23,29,330,44153,en línea,,11
5995,1962,Grado o superior,Divorciado,1,1,2020-12-18,1,39552,62,16/7/2022,165,3,147,4,24,41,384,44183,en línea,,11
6749,1966,Grado o superior,Soltero,1,1,2020-08-08,0,86358,58,2/7/2022,957,47,494,82,47,95,1722,44051,en línea,,11
1010,1977,Grado o superior,Unión de hecho,2,1,2022-04-24,0,46931,47,10/10/2022,41,0,17,3,1,16,78,44675,en línea,,4
8977,1985,Secundaria,Soltero,0,0,2021-01-12,0,16581,39,21/4/2022,1,3,4,2,3,11,24,44208,tienda,,3
4756,1952,Secundaria,Divorciado,0,0,2021-12-20,1,63998,72,11/11/2022,176,29,818,0,33,112,1168,44550,en línea,,18
3412,1951,Posgrado,Casado,0,1,2021-01-15,0,67381,73,11/9/2022,815,8,53,11,0,70,957,44211,en línea,,11
606,1967,Grado o superior,Soltero,1,1,2021-10-10,0,25930,57,15/11/2021,6,1,2,2,0,4,15,44479,en línea,,3
5961,1978,Grado o superior,Casado,1,0,2022-06-07,0,42693,46,16/11/2022,8,4,20,6,3,16,57,44719,en línea,,4
2975,1976,Grado o superior,Unión de hecho,0,1,2020-11-12,0,85606,48,18/6/2022,717,42,864,219,30,84,1956,44147,en línea,,15
2894,1985,Grado o superior,Soltero,0,0,2021-10-29,1,72903,39,14/10/2022,1067,138,750,0,19,39,2013,44498,en línea,,15
7613,1974,Secundaria,Unión de hecho,1,0,2022-05-24,0,49669,50,19/12/2022,166,5,107,11,8,29,326,44705,en línea,,11
10542,1968,Posgrado,Casado,1,1,2020-08-05,0,36778,56,29/1/2022,29,4,34,2,4,4,77,44048,en línea,,6
8015,1962,Posgrado,Divorciado,0,0,2021-05-03,1,85696,62,12/11/2022,714,76,395,116,0,12,1313,44319,en línea,,13
10617,1989,Posgrado,Divorciado,0,0,2022-05-22,0,10979,35,28/9/2022,8,4,10,2,2,4,30,44703,en línea,,6
11166,1961,Grado o superior,Casado,0,1,2021-02-02,0,49678,63,14/5/2022,229,5,56,3,2,20,315,44229,en línea,,10
849,1953,Posgrado,Unión de hecho,0,1,2021-06-20,0,56129,71,21/8/2022,320,48,133,39,72,48,660,44367,en línea,,16
523,1989,Grado o superior,Casado,1,0,2021-01-31,0,37155,35,26/12/2021,23,0,26,7,15,3,74,44227,en línea,,6
4066,1978,Secundaria,Divorciado,1,0,2022-05-11,0,21282,46,1/7/2022,1,5,8,4,8,20,46,44692,en línea,,4
8414,1962,Posgrado,Soltero,0,1,2021-08-17,0,33419,62,3/4/2022,56,0,12,0,0,18,86,44425,en línea,,6
819,1945,Grado o superior,Viuda/Viudo,0,0,2021-11-05,0,63285,79,21/11/2022,508,124,249,50,38,134,1103,44505,en línea,,19
4961,1974,Posgrado,Unión de hecho,1,0,2022-01-21,0,21255,50,20/11/2022,29,0,25,2,2,3,61,44582,en línea,,6
749,1981,Grado o superior,Unión de hecho,1,0,2021-11-19,1,42162,43,21/9/2022,46,7,59,2,4,27,145,44519,en línea,,6
5430,1956,Grado o superior,Unión de hecho,1,1,2020-09-14,0,54450,68,15/4/2022,454,0,171,8,19,32,684,44088,en línea,,17
7755,1954,Posgrado,Casado,0,1,2021-11-12,0,57744,70,26/12/2022,350,3,39,0,0,19,411,44512,en línea,,13
10525,1986,Grado o superior,Soltero,1,0,2020-10-13,1,26576,38,16/6/2021,10,0,8,0,0,9,27,44117,en línea,,3
1453,1943,Posgrado,Viuda/Viudo,0,0,2021-07-06,0,57513,81,13/10/2022,735,40,183,52,20,30,1060,44383,en línea,,22
8310,1964,Grado o superior,Unión de hecho,0,1,2020-08-29,0,68142,60,14/7/2022,897,126,196,91,112,37,1459,44072,en línea,,17
10710,1979,Grado o superior,Casado,0,1,2020-08-29,0,7500,45,7/12/2021,5,2,3,3,0,5,18,44072,en línea,,3
5031,1974,Grado o superior,Unión de hecho,0,0,2020-09-22,1,83145,50,19/8/2022,777,35,731,39,137,114,1833,44096,en línea,,16
2613,1960,Posgrado,Casado,0,1,2022-04-03,0,54197,64,14/11/2022,162,6,37,6,13,13,237,44654,en línea,,7
213,1963,Posgrado,Soltero,1,1,2022-05-28,0,23091,61,16/11/2022,35,0,11,0,0,2,48,44709,en línea,,5
967,1976,Grado o superior,Casado,1,1,2021-07-21,1,46049,48,13/7/2022,342,9,112,19,14,19,515,44398,en línea,,14
1077,1974,Grado o superior,Unión de hecho,0,0,2020-12-05,0,56715,50,7/9/2022,258,105,239,237,172,9,1020,44170,en línea,,11
7959,1961,Grado o superior,Casado,0,0,2022-05-29,0,79410,63,25/12/2022,658,80,483,123,13,13,1370,44710,en línea,,8
640,1951,Grado o superior,Casado,0,1,2021-03-11,0,57304,73,2/10/2022,356,80,329,138,17,106,1026,44266,en línea,,17
4252,1965,Grado o superior,Casado,0,1,2022-03-23,0,44375,59,18/11/2022,213,5,28,7,7,41,301,44643,en línea,,10
8432,1956,Grado o superior,Unión de hecho,1,1,2020-09-14,0,54450,68,23/7/2022,454,0,171,8,19,32,684,44088,en línea,,17
6218,1965,Grado o superior,Casado,0,1,2020-10-20,0,59594,59,8/9/2022,457,4,29,0,0,9,499,44124,en línea,,15
6905,1994,Grado o superior,Unión de hecho,0,0,2020-08-22,0,80685,30,17/10/2022,241,45,604,34,26,54,1004,44065,en línea,,16
5922,1974,Posgrado,Casado,0,1,2021-10-13,0,40344,50,11/7/2022,210,0,6,0,0,2,218,44482,en línea,,9
3598,1972,Grado o superior,Casado,0,1,2021-05-23,0,62710,52,9/10/2022,441,35,83,7,29,11,606,44339,en línea,,16
6116,1968,Secundaria,Casado,0,1,2021-07-05,0,48985,56,23/11/2021,19,13,18,10,7,8,75,44382,en línea,,4
6263,1968,Grado o superior,Unión de hecho,1,2,2020-08-22,0,35322,56,21/3/2022,28,9,37,12,7,13,106,44065,en línea,,6
10486,1948,Grado o superior,Casado,0,0,2021-05-29,0,77142,76,18/9/2022,476,75,162,29,151,97,990,44345,en línea,,12
2410,1969,Grado o superior,Soltero,0,0,2022-01-22,0,81657,55,21/11/2022,364,40,425,158,60,50,1097,44583,en línea,,11
193,1996,Secundaria,Casado,0,0,2022-02-17,0,14421,28,25/9/2022,0,0,2,3,3,8,16,44609,en línea,,3
3363,1974,Secundaria,Casado,0,0,2022-03-17,0,20130,50,27/11/2022,0,6,3,7,6,12,34,44637,en línea,,4
8278,1990,Posgrado,Casado,0,0,2020-08-26,0,74214,34,9/7/2022,863,83,547,86,99,33,1711,44069,en línea,,13
10660,1957,Posgrado,Casado,1,1,2022-01-12,0,66726,67,7/12/2022,349,7,35,0,0,47,438,44573,en línea,,12
8686,1979,Secundaria,Unión de hecho,1,0,2021-01-08,0,23724,45,16/2/2022,5,23,15,0,18,14,75,44204,en línea,,5
1604,1960,Posgrado,Casado,0,1,2021-11-13,0,47353,64,24/10/2022,184,2,19,8,8,4,225,44513,en línea,,8
5907,1952,Posgrado,Casado,1,1,2020-11-03,0,33444,72,18/10/2022,8,0,8,0,0,2,18,44138,en línea,,3
10669,1981,Grado o superior,Casado,0,1,2021-05-17,0,54386,43,8/4/2022,277,21,64,62,21,25,470,44333,en línea,,13
2918,1981,Grado o superior,Divorciado,1,1,2021-04-13,0,28510,43,18/8/2021,44,5,19,0,4,19,91,44299,en línea,,6
5735,1991,Posgrado,Soltero,0,0,2022-02-13,0,90638,33,22/12/2022,1156,120,915,94,144,96,2525,44605,en línea,,13
359,1950,Grado o superior,Unión de hecho,0,1,2021-01-13,0,48070,74,4/7/2022,373,14,83,6,9,19,504,44209,en línea,,14
8387,1957,Grado o superior,Casado,0,1,2021-01-05,0,43140,67,23/10/2021,134,8,76,6,0,11,235,44201,en línea,,9
1829,1961,Posgrado,Divorciado,0,1,2021-01-19,1,54959,63,10/7/2022,1148,0,60,0,0,24,1232,44215,en línea,,13
3839,1958,Secundaria,Soltero,1,1,2021-05-03,0,15056,66,12/5/2022,6,12,3,21,6,40,88,44319,en línea,,5
9392,1971,Grado o superior,Soltero,1,0,2022-05-08,0,26954,53,23/5/2022,4,1,11,0,0,1,17,44689,en línea,,3
2292,1985,Grado o superior,Soltero,1,0,2021-08-02,0,22327,39,30/6/2022,5,4,8,2,0,5,24,44410,en línea,,4
10466,1965,Grado o superior,Casado,1,1,2021-08-22,0,44393,59,24/11/2021,24,2,20,2,2,10,60,44430,en línea,,5
9855,1952,Posgrado,Soltero,0,1,2021-08-25,0,62000,72,26/6/2022,899,0,101,0,0,20,1020,44433,en línea,,19
4088,1962,Posgrado,Unión de hecho,0,1,2020-12-06,0,31497,62,19/7/2022,108,1,28,13,1,4,155,44171,en línea,,7
5231,1974,Secundaria,Casado,0,2,2022-02-27,0,45894,50,12/12/2022,27,2,7,0,2,13,51,44619,en línea,,4
590,1970,Posgrado,Divorciado,0,0,2020-12-22,1,78579,54,7/10/2022,816,66,549,216,66,99,1812,44187,en línea,,9
8732,1969,Posgrado,Viuda/Viudo,0,1,2020-11-17,1,67369,55,27/12/2022,1298,0,70,37,14,42,1461,44152,en línea,,17
2315,1960,Grado o superior,Divorciado,0,1,2022-04-20,0,58401,64,20/6/2022,10,0,11,17,29,29,96,44671,en línea,,3
3515,1952,Grado o superior,Soltero,0,1,2022-02-17,0,62307,72,31/12/2022,87,13,34,10,6,10,160,44609,en línea,,8
2245,1969,Posgrado,Casado,1,1,2021-04-22,0,43641,55,11/11/2021,57,2,51,4,2,23,139,44308,en línea,,6
6283,1968,Posgrado,Divorciado,0,1,2021-04-21,0,63841,56,16/9/2022,635,15,100,20,7,131,908,44307,en línea,,18
2246,1965,Secundaria,Casado,0,1,2021-09-01,0,46891,59,15/9/2022,43,12,23,29,15,61,183,44440,en línea,,6
6606,1969,Posgrado,Casado,1,0,2021-03-31,0,70091,55,7/10/2022,964,34,137,15,0,11,1161,44286,en línea,,15
5545,1972,Posgrado,Casado,0,0,2022-04-05,0,78075,52,24/12/2022,572,8,259,34,35,80,988,44656,en línea,,8
7342,1961,Secundaria,Viuda/Viudo,0,1,2020-09-09,0,59184,63,23/5/2022,341,142,113,259,151,66,1072,44083,en línea,,18
837,1977,Grado o superior,Casado,1,1,2021-09-11,0,54809,47,22/8/2022,63,6,57,13,13,22,174,44450,en línea,,7
9500,1959,Grado o superior,Casado,0,1,2021-01-25,0,58113,65,12/7/2022,221,104,169,102,78,84,758,44221,en línea,,17
3602,1958,Posgrado,Casado,0,1,2021-12-31,0,51412,66,24/11/2022,140,3,29,4,5,14,195,44561,en línea,,7
234,1979,Grado o superior,Divorciado,1,0,2020-10-10,1,15287,45,24/2/2021,1,2,8,4,3,13,31,44114,en línea,,3
2995,1957,Posgrado,Unión de hecho,0,0,2021-08-17,0,66636,67,19/11/2022,291,10,689,84,10,0,1084,44425,en línea,,12
1118,1956,Posgrado,Casado,0,1,2021-02-20,0,50965,68,20/5/2022,544,13,85,8,6,29,685,44247,en línea,,15
7789,1965,Posgrado,Casado,0,0,2021-11-22,0,84618,59,1/12/2022,684,100,801,21,66,0,1672,44522,en línea,,16
3068,1990,Grado o superior,Casado,0,0,2021-10-29,0,18351,34,16/10/2022,1,12,9,0,14,7,43,44498,en línea,,5
8955,1957,Posgrado,Unión de hecho,0,2,2022-02-16,0,40451,67,3/11/2022,35,0,4,0,0,10,49,44608,en línea,,3
945,1965,Grado o superior,Unión de hecho,0,1,2021-05-22,0,36317,59,4/4/2022,87,3,25,3,2,13,133,44338,en línea,,7
5644,1957,Grado o superior,Unión de hecho,0,1,2021-10-12,0,42213,67,22/11/2022,309,3,24,4,3,20,363,44481,en línea,,12
7192,1955,Grado o superior,Unión de hecho,0,1,2021-04-15,0,65748,69,19/4/2022,172,73,93,95,78,34,545,44301,en línea,,12
2324,1972,Grado o superior,Unión de hecho,0,1,2021-10-27,0,77044,52,24/7/2022,625,38,242,50,34,76,1065,44496,en línea,,18
697,1969,Grado o superior,Unión de hecho,0,0,2021-03-12,0,74918,55,12/4/2022,972,59,913,25,19,59,2047,44267,en línea,,11
3439,1972,Grado o superior,Casado,1,1,2020-10-31,0,56721,52,20/4/2022,157,6,39,6,13,75,296,44135,en línea,,9
1506,1975,Grado o superior,Soltero,1,1,2021-06-28,1,42160,49,22/5/2022,48,9,45,3,15,20,140,44375,en línea,,6
232,1965,Grado o superior,Soltero,0,1,2021-07-17,0,61559,59,20/9/2022,279,83,88,32,14,34,530,44394,en línea,,14
8876,1963,Posgrado,Unión de hecho,1,1,2020-08-08,0,33629,61,25/9/2022,132,0,16,0,0,4,152,44051,en línea,,7
4500,1991,Posgrado,Unión de hecho,0,0,2021-10-06,0,68682,33,19/8/2022,919,0,505,99,30,45,1598,44475,en línea,,14
9739,1963,Grado o superior,Soltero,0,1,2021-01-19,0,34377,61,23/6/2021,62,0,22,3,1,26,114,44215,en línea,,4
10395,1986,Secundaria,Soltero,1,0,2020-08-22,0,8940,38,16/3/2022,1,45,3,4,6,42,101,44065,en línea,,6
1176,1973,Grado o superior,Casado,1,0,2021-09-22,0,26228,51,1/10/2021,2,6,4,3,1,9,25,44461,en línea,,3
1627,1957,Secundaria,Divorciado,0,0,2021-01-26,0,77297,67,25/11/2022,408,61,109,48,122,41,789,44222,en línea,,14
938,1981,Grado o superior,Casado,1,1,2021-07-30,0,40211,43,23/3/2022,51,1,7,2,1,25,87,44407,en línea,,4
2740,1958,Posgrado,Viuda/Viudo,1,1,2021-09-22,0,33438,66,4/7/2022,62,1,16,3,2,6,90,44461,en línea,,6
257,1959,Posgrado,Casado,0,1,2021-04-28,0,75032,65,19/5/2022,952,12,180,47,12,12,1215,44314,en línea,,14
4058,1955,Posgrado,Soltero,0,0,2021-10-12,0,61284,69,2/11/2022,618,15,106,20,7,45,811,44481,en línea,,19
7736,1986,Grado o superior,Casado,1,0,2020-10-22,1,22518,38,22/9/2021,11,7,12,2,2,27,61,44126,en línea,,4
8210,1975,Posgrado,Casado,0,1,2021-08-15,0,54730,49,18/10/2022,318,3,17,4,7,56,405,44423,en línea,,12
833,1955,Posgrado,Casado,1,1,2022-03-30,0,38452,69,28/12/2022,56,0,14,0,0,2,72,44650,en línea,,6
6230,1971,Grado o superior,Divorciado,1,1,2021-02-15,0,44421,53,25/3/2022,110,5,59,7,1,7,189,44242,en línea,,9
7325,1986,Posgrado,Unión de hecho,1,0,2021-06-29,0,38197,38,7/11/2021,23,0,11,2,1,3,40,44376,en línea,,4
1307,1978,Grado o superior,Divorciado,0,1,2022-02-09,0,41986,46,20/11/2022,27,5,8,8,3,12,63,44601,en línea,,7
1502,1983,Grado o superior,Unión de hecho,1,0,2021-03-21,0,28427,41,2/4/2022,18,3,19,3,3,6,52,44276,en línea,,5
6211,1976,Posgrado,Unión de hecho,1,0,2022-05-02,0,37395,48,25/12/2022,18,0,9,0,1,11,39,44683,en línea,,4
843,1971,Grado o superior,Casado,1,0,2022-05-26,0,64722,53,7/12/2022,303,0,280,60,147,15,805,44707,en línea,,19
4174,1956,Posgrado,Unión de hecho,0,1,2022-04-17,0,55249,68,12/12/2022,97,1,19,2,0,11,130,44668,en línea,,6
9757,1972,Grado o superior,Unión de hecho,0,0,2021-10-04,0,84906,52,12/10/2022,997,15,414,99,30,76,1631,44473,en línea,,17
6918,1989,Grado o superior,Casado,1,0,2021-07-04,0,28691,35,28/3/2022,5,4,13,8,0,4,34,44381,en línea,,4
286,1952,Grado o superior,Soltero,1,1,2021-11-29,0,44213,72,19/9/2022,95,11,35,0,4,7,152,44529,en línea,,7
11086,1984,Secundaria,Soltero,1,0,2022-01-18,0,25707,40,8/9/2022,1,6,2,3,6,3,21,44579,en línea,,4
1921,1967,Posgrado,Casado,2,1,2021-10-03,0,59062,57,7/3/2022,46,1,12,3,0,9,71,44472,en línea,,5
4138,1962,Grado o superior,Soltero,0,1,2022-05-24,0,76624,62,13/12/2022,411,106,147,54,115,66,899,44705,en línea,,12
7718,1947,Posgrado,Unión de hecho,0,0,2022-04-20,0,66000,77,26/12/2022,244,51,270,101,0,45,711,44671,en línea,,6
1291,1978,Posgrado,Unión de hecho,1,0,2020-08-04,0,27683,46,21/11/2021,152,9,121,12,12,45,351,44047,en línea,,10
6862,1971,Grado o superior,Divorciado,0,0,2022-05-18,0,1730,53,,1,1,3,1,1,1,8,,,,0
4136,1992,Secundaria,Soltero,1,0,2020-12-03,0,7500,32,30/11/2021,10,17,18,8,26,40,119,44168,en línea,,5
803,1968,Grado o superior,Unión de hecho,1,1,2021-04-05,0,40521,56,4/10/2021,12,0,5,0,0,4,21,44291,tienda,,2
4298,1973,Posgrado,Unión de hecho,1,0,2022-03-24,0,20427,51,17/10/2022,5,0,4,0,0,1,10,44644,en línea,,3
10833,1975,Grado o superior,Casado,0,1,2022-05-24,0,65106,49,27/12/2022,790,19,133,12,0,19,973,44705,en línea,,21
9606,1965,Posgrado,Casado,0,0,2021-08-27,1,69969,59,19/7/2022,882,29,514,38,29,44,1536,44435,en línea,,10
8534,1952,Grado o superior,Casado,0,2,2021-07-16,0,67433,72,20/9/2022,615,28,259,12,48,30,992,44393,en línea,,19
5153,1967,Posgrado,Casado,0,1,2021-02-22,1,77766,57,1/7/2022,1004,59,265,115,59,27,1529,44249,en línea,,22
961,1972,Grado o superior,Casado,0,1,2021-09-12,0,74716,52,21/6/2022,133,27,421,13,195,71,860,44451,en línea,,12
5011,1963,Grado o superior,Divorciado,0,1,2021-10-18,0,68118,61,11/6/2022,595,23,123,10,23,154,928,44487,en línea,,12
6653,1970,Posgrado,Casado,1,1,2020-07-30,1,55158,54,19/8/2022,293,0,87,4,11,23,418,44042,en línea,,12
9094,1955,Secundaria,Casado,0,1,2020-08-03,1,62972,69,2/1/2022,313,15,47,20,0,192,587,44046,en línea,,10
810,1975,Grado o superior,Casado,0,1,2022-05-12,0,74190,49,30/12/2022,151,81,86,168,91,64,641,44693,en línea,,15
5493,1976,Grado o superior,Casado,1,1,2022-03-19,0,39356,48,3/8/2022,15,0,2,0,0,6,23,44639,en línea,,3
2147,1969,Grado o superior,Unión de hecho,0,0,2021-08-16,0,76653,55,28/11/2022,736,63,946,219,189,126,2279,44424,en línea,,15
5107,1973,Posgrado,Divorciado,1,1,2022-05-19,0,35860,51,6/7/2022,15,0,8,4,2,20,49,44700,en línea,,3
3979,1983,Posgrado,Divorciado,0,0,2021-05-22,1,90687,41,26/8/2022,982,17,672,23,34,51,1779,44338,en línea,,14
6049,1982,Posgrado,Unión de hecho,0,0,2021-12-05,0,73450,42,22/12/2022,1142,51,415,90,69,37,1804,44535,en línea,,18
8147,1960,Grado o superior,Casado,1,1,2021-07-06,0,31454,64,9/7/2022,28,0,11,0,0,9,48,44383,en línea,,5
1857,1952,Grado o superior,Soltero,1,1,2022-03-06,1,47139,72,27/11/2022,46,0,12,0,2,23,83,44626,en línea,,4
3910,1975,Grado o superior,Divorciado,0,0,2021-10-08,1,83829,49,2/9/2022,897,161,430,186,161,27,1862,44477,en línea,,10
5207,1963,Posgrado,Casado,1,1,2020-09-24,1,53378,61,16/7/2022,489,6,152,8,6,132,793,44098,en línea,,15
